id;title;payment_date;project_id;user_id;user_level;payment_value;payment_pack
942;;04.12.2020;123123412353465547;10156047158665312;79;1;cash_1
943;;06.12.2020;123123412353465547;1496724177039847;55;2;cash_2
944;;19.12.2020;123142536767899006;10211424878834760;64;3;cash_1
945;;30.12.2020;234245654675475689;10154533698134574;366;1;cash_1
946;;16.02.2021;345346476578687696;10204051617168728;108;2;cash_2
947;;16.01.2021;234234654674652422;1820509268236854;431;1;cash_1
948;;17.01.2021;123126578909545443;842006899270465;36;1;cash_1
949;;18.01.2021;234234654674652422;10155326977028768;20;3;cash_3
950;;05.02.2021;123126578909545443;10214378379517901;50;1;cash_1
951;;13.01.2021;123142536767899006;1584021302;297;3;cash_3
952;;27.11.2020;123142536767899006;1488948104520623;39;1;cash_1
953;;08.01.2021;242456536768789769;1324328857624389;14;2;cash_2
954;;04.01.2021;123126578909545443;10206848939256504;60;2;cash_2
955;;14.01.2021;198341298461294614;1571891442824979;480;2;cash_1
956;;10.01.2021;345346476578687696;10211898268925405;87;1;cash_1
957;;16.01.2021;198341298461294614;10210119446717581;20;2;cash_2
958;;24.12.2020;123142536767899006;1955921188009714;40;1;cash_1
959;;03.02.2021;242456536768789769;2232317136994489;7;2;cash_2
960;;01.12.2020;123126578909545443;10208433571137124;43;2;cash_2
961;;20.12.2020;234234654674652422;10210914358447010;36;1;cash_1
962;;20.12.2020;234234654674652422;10153858849179079;57;1;cash_1
963;;25.12.2020;896769120371203787;10211423310401071;139;1;cash_1
964;;16.12.2020;198341298461294614;1770160743024856;102;1;cash_1
965;;29.01.2021;123123123124566789;1110898805645771;77;4;cash_2
966;;30.12.2020;234234654674652422;1515165285208761;51;1;cash_1
967;;15.01.2021;234234654674652422;691601591014809;156;2;cash_2
968;;14.02.2021;123123412353465547;10154835205342408;1;1;cash_1
969;;05.01.2021;234245654675475689;1008006129305541;209;1;cash_1
970;;03.01.2021;123123123124566789;1316387171764351;47;3;cash_3
971;;29.01.2021;123126578909545443;10155977771896042;131;2;cash_2
972;;22.12.2020;123126578909545443;100000842104340;244;2;cash_1
973;;26.12.2020;234245654675475689;10153643727146384;220;2;cash_1
974;;12.01.2021;123123412353465547;1287336751288377;77;1;cash_1
975;;15.01.2021;198341298461294614;783760121780528;28;2;cash_1
976;;26.12.2020;234234654674652422;10212789598434726;27;1;cash_1
977;;31.01.2021;896769120371203787;1572553616125807;39;2;cash_2
978;;03.12.2020;234245654675475689;1119573931427595;37;2;cash_2
979;;25.01.2021;123126578909545443;720216861459644;49;3;cash_1
980;;22.12.2020;345346476578687696;1443053455705830;95;1;cash_1
981;;03.02.2021;198341298461294614;1259207880766513;67;2;cash_2
982;;16.12.2020;242456536768789769;10154426686498318;77;1;cash_1
983;;09.02.2021;123126578909545443;1159792460795892;95;2;cash_1
984;;01.12.2020;345346476578687696;2016635805251952;19;1;cash_1
985;;17.01.2021;896769120371203787;100005015705109;1399;2;cash_2
986;;23.01.2021;234234654674652422;10207689220783191;35;5;cash_5
987;;25.11.2020;345346476578687696;441902482873013;32;1;cash_1
988;;23.01.2021;123126578909545443;10212426897485128;93;3;cash_1
989;;10.02.2021;123123123124566789;1624850924224296;42;2;cash_2
990;;10.01.2021;345346476578687696;1587588941275938;74;2;cash_2
991;;11.01.2021;896769120371203787;10206848939256504;79;1;cash_1
992;;06.01.2021;123126578909545443;531004047091547;99;1;cash_1
993;;13.12.2020;123123412353465547;912667962207643;78;1;cash_1
994;;01.01.2021;896769120371203787;100001347670167;415;2;cash_2
995;;06.12.2020;345346476578687696;10154526135482142;20;1;cash_1
996;;02.01.2021;123126578909545443;1294379917264346;64;1;cash_1
997;;29.01.2021;234245654675475689;10210723805550341;30;1;cash_1
998;;23.01.2021;345346476578687696;1552854661409449;90;1;cash_1
999;;07.01.2021;123142536767899006;1702730296411336;23;1;cash_1
1000;;17.02.2021;234245654675475689;1955643997795475;25;1;cash_1
1001;;12.02.2021;123123123124566789;1424299610939047;97;1;cash_1
1002;;03.02.2021;198341298461294614;1905181556176009;22;1;cash_1
1003;;31.01.2021;234234654674652422;1863020347346428;25;1;cash_1
1004;;20.01.2021;345346476578687696;100001103071589;223;4;cash_2
1005;;09.02.2021;896769120371203787;1825107137506875;62;1;cash_1
1006;;11.01.2021;123142536767899006;10213012095036383;14;1;cash_1
1007;;07.12.2020;896769120371203787;1901062593268003;59;1;cash_1
1008;;07.01.2021;123142536767899006;1479468752084628;180;2;cash_2
1009;;08.01.2021;242456536768789769;597843771;76;1;cash_1
1010;;18.12.2020;896769120371203787;1678603405499743;40;3;cash_3
1011;;14.02.2021;234234654674652422;1437061262996489;44;2;cash_1
1012;;03.12.2020;123123123124566789;1533562343349687;30;2;cash_2
1013;;19.01.2021;345346476578687696;1868085533209221;38;1;cash_1
1014;;12.12.2020;198341298461294614;10206030129791847;73;2;cash_2
1015;;28.01.2021;242456536768789769;1298069733560454;52;1;cash_1
1016;;04.12.2020;123123412353465547;10207223471619980;48;3;cash_3
1017;;16.01.2021;896769120371203787;10210138495005862;95;1;cash_1
1018;;16.12.2020;123142536767899006;1114712028546145;79;1;cash_1
1019;;25.01.2021;123123123124566789;1230094190373815;20;3;cash_3
1020;;18.12.2020;198341298461294614;462054234151004;22;5;cash_5
1021;;13.01.2021;234234654674652422;1796167400400239;57;1;cash_1
1022;;13.12.2020;123142536767899006;1667489266616482;21;1;cash_1
1023;;15.02.2021;345346476578687696;10210596847494106;34;2;cash_2
1024;;07.02.2021;896769120371203787;10208974776152028;24;3;cash_3
1025;;15.01.2021;123123123124566789;10209450463320381;39;4;cash_4
1026;;07.01.2021;123142536767899006;784845984988864;53;1;cash_1
1027;;02.02.2021;123126578909545443;10215435464582804;60;4;cash_2
1028;;26.01.2021;234245654675475689;1480599475319346;55;2;cash_2
1029;;13.01.2021;242456536768789769;1176743472372318;72;1;cash_1
1030;;30.01.2021;896769120371203787;10214133199190851;88;1;cash_1
1031;;04.02.2021;123123123124566789;1572553616125807;152;2;cash_2
1032;;17.01.2021;242456536768789769;1401362406637454;134;2;cash_1
1033;;31.01.2021;896769120371203787;1074397325928715;109;1;cash_1
1034;;19.01.2021;198341298461294614;1245460182201293;320;2;cash_2
1035;;19.12.2020;242456536768789769;10158422894540261;16;1;cash_1
1036;;03.02.2021;123126578909545443;10208041403342113;83;1;cash_1
1037;;04.01.2021;123123412353465547;10155257976939887;15;2;cash_2
1038;;02.01.2021;123126578909545443;1407609301;245;1;cash_1
1039;;11.01.2021;234234654674652422;10155883389874578;119;1;cash_1
1040;;03.01.2021;345346476578687696;10154969172554603;24;2;cash_2
1041;;25.12.2020;198341298461294614;1356904841024993;57;2;cash_2
1042;;06.01.2021;123123123124566789;694836720663865;18;1;cash_1
1043;;28.12.2020;198341298461294614;10209573215860114;104;2;cash_2
1044;;19.01.2021;198341298461294614;781779401972805;17;2;cash_2
1045;;05.12.2020;234245654675475689;10211264348109180;58;1;cash_1
1046;;12.02.2021;345346476578687696;10210171272811361;61;1;cash_1
1047;;13.12.2020;123126578909545443;10209868615444919;64;1;cash_1
1048;;01.01.2021;242456536768789769;10209896818235116;44;1;cash_1
1049;;27.12.2020;123123123124566789;10210304861953878;54;2;cash_2
1050;;05.12.2020;234245654675475689;10210276478201903;19;1;cash_1
1051;;31.12.2020;242456536768789769;1569254526428821;112;1;cash_1
1052;;11.01.2021;242456536768789769;10211015421005000;16;4;cash_4
1053;;09.02.2021;345346476578687696;1437061262996489;32;2;cash_2
1054;;23.01.2021;242456536768789769;1062383660520510;20;2;cash_2
1055;;07.12.2020;896769120371203787;1353462844734552;41;3;cash_3
1056;;19.12.2020;242456536768789769;10205960465449442;94;1;cash_1
1057;;11.12.2020;234234654674652422;10154729091848326;149;1;cash_1
1058;;03.12.2020;198341298461294614;10154693699740670;64;1;cash_1
1059;;11.01.2021;242456536768789769;10203969895963916;87;2;cash_2
1060;;11.12.2020;123123123124566789;10155568555392020;39;2;cash_2
1061;;08.01.2021;345346476578687696;1514486878567413;67;1;cash_1
1062;;12.01.2021;123142536767899006;10156049052726934;62;2;cash_2
1063;;17.02.2021;242456536768789769;1482707275119117;209;1;cash_1
1064;;27.12.2020;123142536767899006;1552422184835471;47;2;cash_1
1065;;01.02.2021;242456536768789769;10154820693344631;45;1;cash_1
1066;;29.11.2020;345346476578687696;483426931861962;340;2;cash_1
1067;;08.01.2021;345346476578687696;10207105752400927;60;1;cash_1
1068;;16.12.2020;123123412353465547;10213401452184608;140;2;cash_2
1069;;08.12.2020;123142536767899006;1347118021967867;144;1;cash_1
1070;;19.02.2021;896769120371203787;10154835205342408;1;4;cash_1
1071;;31.01.2021;896769120371203787;10203016033078292;32;2;cash_2
1072;;27.12.2020;123126578909545443;10203310842729424;22;1;cash_1
1073;;15.01.2021;234245654675475689;10210851529621039;47;2;cash_1
1074;;28.12.2020;242456536768789769;1916214352032242;63;1;cash_1
1075;;05.12.2020;123123123124566789;10211006172568403;45;2;cash_2
1076;;21.01.2021;234234654674652422;652976101525485;99;2;cash_2
1077;;28.01.2021;198341298461294614;1182712151869403;19;2;cash_2
1078;;16.02.2021;234245654675475689;10210051870795397;385;2;cash_1
1079;;14.02.2021;345346476578687696;1686343391678612;260;2;cash_1
1080;;30.01.2021;123123123124566789;10214001294180168;185;2;cash_1
1081;;24.12.2020;198341298461294614;1076491705772308;161;1;cash_1
1082;;02.12.2020;234245654675475689;10154452747244089;101;1;cash_1
1083;;31.12.2020;123142536767899006;1379330538763872;110;1;cash_1
1084;;10.01.2021;123126578909545443;10209760754470990;106;1;cash_1
1085;;09.01.2021;234245654675475689;10215562675399335;178;2;cash_2
1086;;17.01.2021;345346476578687696;10210829434266037;52;2;cash_1
1087;;07.02.2021;123123412353465547;1327701560578762;112;3;cash_1
1088;;06.02.2021;123142536767899006;10209841650622651;28;1;cash_1
1089;;31.12.2020;123126578909545443;10208350721190725;66;1;cash_1
1090;;02.01.2021;234234654674652422;1291475964215859;427;1;cash_1
1091;;11.01.2021;198341298461294614;10212665911147911;363;1;cash_1
1092;;29.12.2020;198341298461294614;1680138942026414;66;1;cash_1
1093;;27.01.2021;123123123124566789;10214322444843034;28;3;cash_3
1094;;29.11.2020;234245654675475689;10210197691874378;258;1;cash_1
1095;;02.01.2021;123123412353465547;1856232551087563;28;1;cash_1
1096;;29.12.2020;242456536768789769;1873758522944492;46;1;cash_1
1097;;30.11.2020;198341298461294614;1253902651328878;266;1;cash_1
1098;;11.01.2021;123123123124566789;263153060863926;13;1;cash_1
1099;;22.01.2021;345346476578687696;1412794618756730;70;1;cash_1
1100;;07.02.2021;123142536767899006;10207837773607661;250;2;cash_1
1101;;08.01.2021;123123412353465547;1242605199128417;68;2;cash_2
1102;;28.01.2021;234234654674652422;1344652738974161;39;2;cash_2
1103;;11.01.2021;242456536768789769;1254175311306815;25;2;cash_2
1104;;04.01.2021;123142536767899006;10202959605307469;22;2;cash_2
1105;;03.02.2021;123142536767899006;1791489867838025;53;1;cash_1
1106;;23.01.2021;123126578909545443;1940823125934778;38;1;cash_1
1107;;30.01.2021;123126578909545443;724712056;184;2;cash_2
1108;;10.02.2021;345346476578687696;1743496362361183;27;1;cash_1
1109;;18.02.2021;234234654674652422;10212159677775171;52;1;cash_1
1110;;06.02.2021;123126578909545443;10156240564631180;19;1;cash_1
1111;;27.12.2020;234245654675475689;1858441757774632;66;1;cash_1
1112;;04.12.2020;198341298461294614;2255259128033825;48;4;cash_4
1113;;22.01.2021;123142536767899006;1303799526349940;40;2;cash_2
1114;;20.01.2021;123142536767899006;10208578864215033;89;1;cash_1
1115;;11.02.2021;896769120371203787;1424652470892704;68;4;cash_2
1116;;27.12.2020;242456536768789769;10209042841971827;30;1;cash_1
1117;;28.12.2020;234245654675475689;210620549430492;59;2;cash_2
1118;;03.02.2021;234245654675475689;1386928348024446;33;1;cash_1
1119;;08.01.2021;123123412353465547;10211089393782673;215;1;cash_1
1120;;13.01.2021;123126578909545443;10211923040098771;52;1;cash_1
1121;;07.02.2021;345346476578687696;10206351933871665;70;2;cash_2
1122;;30.12.2020;234234654674652422;10208469771120341;224;2;cash_1
1123;;30.12.2020;123123123124566789;1590916804313812;37;1;cash_1
1124;;10.02.2021;198341298461294614;10206476287140681;123;3;cash_3
1125;;07.12.2020;123123412353465547;1347782558629264;70;2;cash_1
1126;;14.01.2021;198341298461294614;1380300991994079;57;1;cash_1
1127;;13.12.2020;234245654675475689;1631112386907230;22;2;cash_2
1128;;10.02.2021;123142536767899006;698972473608893;89;1;cash_1
1129;;27.12.2020;198341298461294614;10210487797544829;394;2;cash_2
1130;;16.02.2021;123142536767899006;1918060265098443;47;2;cash_2
1131;;26.12.2020;345346476578687696;10208476820022149;26;1;cash_1
1132;;23.12.2020;234234654674652422;10208457032052417;19;1;cash_1
1133;;28.01.2021;242456536768789769;1443703265695999;63;1;cash_1
1134;;26.01.2021;234234654674652422;1444817578927723;137;1;cash_1
1135;;15.12.2020;242456536768789769;10204211493524378;107;1;cash_1
1136;;08.01.2021;123126578909545443;1331233463606803;53;2;cash_2
1137;;25.01.2021;123142536767899006;826256910890249;57;1;cash_1
1138;;12.01.2021;234245654675475689;10211080419553127;128;2;cash_1
1139;;04.02.2021;234234654674652422;728420597368738;15;1;cash_1
1140;;26.12.2020;242456536768789769;1340487529369735;54;2;cash_2
1141;;19.12.2020;234245654675475689;1360304080684635;30;1;cash_1
1142;;03.02.2021;198341298461294614;1212106035499122;62;2;cash_2
1143;;22.01.2021;896769120371203787;1635067959851894;244;1;cash_1
1144;;28.01.2021;234245654675475689;10208110319595066;27;2;cash_2
1145;;11.12.2020;123142536767899006;1856656854622095;37;3;cash_1
1146;;12.02.2021;234234654674652422;1587036648020751;29;2;cash_2
1147;;02.02.2021;123123123124566789;1746303162065933;80;1;cash_1
1148;;11.02.2021;242456536768789769;337994020053516;38;1;cash_1
1149;;09.01.2021;198341298461294614;1396126467072534;27;1;cash_1
1150;;05.12.2020;123126578909545443;10202666412418566;67;1;cash_1
1151;;08.12.2020;198341298461294614;1038160979606359;117;1;cash_1
1152;;29.01.2021;123123123124566789;1623631457647147;34;3;cash_1
1153;;16.02.2021;123126578909545443;10208356293013506;85;2;cash_2
1154;;04.12.2020;234245654675475689;10210599502956392;30;1;cash_1
1155;;28.12.2020;345346476578687696;1326454317420095;105;1;cash_1
1156;;29.12.2020;345346476578687696;100000001622522;263;1;cash_1
1157;;30.12.2020;234234654674652422;10155210559607579;45;2;cash_1
1158;;23.12.2020;896769120371203787;100000394105094;200;3;cash_3
1159;;19.01.2021;123126578909545443;1544120465606466;18;1;cash_1
1160;;21.01.2021;345346476578687696;693989340764051;54;3;cash_3
1161;;27.01.2021;234234654674652422;1895947290673402;22;2;cash_2
1162;;09.12.2020;123123123124566789;1484186341600362;21;1;cash_1
1163;;08.02.2021;198341298461294614;10210931709464733;147;1;cash_1
1164;;27.01.2021;242456536768789769;459839587686426;69;1;cash_1
1165;;18.12.2020;345346476578687696;1658761330811504;23;1;cash_1
1166;;18.01.2021;123126578909545443;1401362406637454;173;1;cash_1
1167;;08.02.2021;123123123124566789;827750237393142;52;1;cash_1
1168;;21.12.2020;123123123124566789;506943042974713;210;1;cash_1
1169;;19.12.2020;198341298461294614;845034369008729;13;1;cash_1
1170;;04.01.2021;123123123124566789;10206209036305203;226;3;cash_3
1171;;19.02.2021;198341298461294614;1575225529157727;96;2;cash_2
1172;;05.12.2020;896769120371203787;1450104505025498;29;3;cash_3
1173;;24.12.2020;198341298461294614;10210833083208430;58;1;cash_1
1174;;21.12.2020;234245654675475689;1149447978497595;80;6;cash_1
1175;;04.01.2021;234234654674652422;10210767374170279;100;1;cash_1
1176;;30.01.2021;896769120371203787;2024993844192635;62;1;cash_1
1177;;18.01.2021;198341298461294614;10156016779698656;22;2;cash_2
1178;;06.01.2021;123142536767899006;10208747096299556;40;3;cash_3
1179;;05.12.2020;234234654674652422;10155214749322708;13;2;cash_1
1180;;08.01.2021;123123123124566789;10213578818292254;160;2;cash_1
1181;;07.02.2021;123142536767899006;10202731663930610;67;2;cash_1
1182;;05.01.2021;896769120371203787;1713766991980333;21;2;cash_2
1183;;17.01.2021;242456536768789769;10209906791038671;89;1;cash_1
1184;;01.01.2021;345346476578687696;1031404680270560;516;1;cash_1
1185;;30.11.2020;198341298461294614;984446651605524;162;3;cash_3
1186;;16.02.2021;896769120371203787;10211025955504670;58;1;cash_1
1187;;02.12.2020;123126578909545443;1595705367111910;87;2;cash_2
1188;;28.12.2020;123126578909545443;1083037013;504;4;cash_2
1189;;21.12.2020;896769120371203787;10207842582131401;139;2;cash_2
1190;;19.02.2021;123126578909545443;10214499131857111;63;1;cash_1
1191;;16.02.2021;123126578909545443;1935318936716973;19;1;cash_1
1192;;21.12.2020;123123412353465547;1152544114838605;66;2;cash_2
1193;;23.01.2021;345346476578687696;10211556269476463;71;1;cash_1
1194;;08.02.2021;242456536768789769;10211593026489102;380;1;cash_1
1195;;16.02.2021;242456536768789769;1300799183331107;42;1;cash_1
1196;;24.01.2021;234245654675475689;1011470515646758;330;1;cash_1
1197;;17.12.2020;123123412353465547;10158642588090478;1;2;cash_2
1198;;06.02.2021;345346476578687696;1475485146;149;4;cash_1
1199;;02.02.2021;123123412353465547;10205274657935063;268;3;cash_3
1200;;10.12.2020;345346476578687696;827221547418437;50;1;cash_1
1201;;15.02.2021;234245654675475689;10155911181334122;33;1;cash_1
1202;;11.02.2021;123142536767899006;426824834152353;60;2;cash_1
1203;;15.12.2020;896769120371203787;1524964407515662;30;3;cash_3
1204;;10.12.2020;123126578909545443;1460988427278821;30;2;cash_1
1205;;07.01.2021;234234654674652422;2139923972700122;1;2;cash_1
1206;;03.01.2021;123123123124566789;10211822456816009;273;3;cash_3
1207;;23.01.2021;123123412353465547;1601762249858309;115;2;cash_1
1208;;01.01.2021;242456536768789769;886824061495606;40;3;cash_1
1209;;14.12.2020;123123412353465547;10215737060598312;60;3;cash_3
1210;;06.12.2020;198341298461294614;10213126578271763;85;3;cash_1
1211;;27.01.2021;896769120371203787;1628409230544529;117;2;cash_1
1212;;19.12.2020;242456536768789769;1665765440114155;33;2;cash_2
1213;;30.12.2020;242456536768789769;10210283367665406;798;1;cash_1
1214;;27.11.2020;242456536768789769;1948572215169526;374;2;cash_2
1215;;26.01.2021;234245654675475689;884439618361676;56;2;cash_2
1216;;20.02.2021;198341298461294614;10155829283661042;274;1;cash_1
1217;;15.01.2021;345346476578687696;1588940841137202;100;1;cash_1
1218;;15.01.2021;234245654675475689;685500508304562;29;1;cash_1
1219;;16.01.2021;123123412353465547;759867814164747;27;1;cash_1
1220;;17.02.2021;198341298461294614;1675909329374410;71;1;cash_1
1221;;28.01.2021;896769120371203787;10206561324137588;209;1;cash_1
1222;;02.02.2021;234234654674652422;1258088230876259;187;1;cash_1
1223;;31.01.2021;896769120371203787;1592493177510368;273;2;cash_2
1224;;22.01.2021;242456536768789769;1813236532221143;335;1;cash_1
1225;;19.02.2021;345346476578687696;10202748500590369;15;2;cash_2
1226;;29.01.2021;123142536767899006;10154187299000671;64;1;cash_1
1227;;13.01.2021;234245654675475689;10212498752653716;248;1;cash_1
1228;;14.12.2020;242456536768789769;1149504938495071;358;2;cash_2
1229;;08.12.2020;198341298461294614;1488676661161085;93;1;cash_1
1230;;14.01.2021;242456536768789769;1634364866641721;94;1;cash_1
1231;;13.02.2021;234245654675475689;700748546799824;75;1;cash_1
1232;;05.01.2021;234245654675475689;100006601444687;249;3;cash_3
1233;;07.01.2021;123126578909545443;10214136542398712;45;3;cash_3
1234;;14.02.2021;123142536767899006;10210706508358910;27;1;cash_1
1235;;07.02.2021;896769120371203787;1867488306807329;140;2;cash_2
1236;;09.02.2021;345346476578687696;10208855859619096;61;1;cash_1
1237;;08.01.2021;242456536768789769;1841065295920898;40;2;cash_1
1238;;21.02.2021;896769120371203787;1528610147161210;30;3;cash_3
1239;;16.02.2021;345346476578687696;10207204433454262;286;1;cash_1
1240;;02.02.2021;234234654674652422;10202809356190502;50;1;cash_1
1241;;30.01.2021;345346476578687696;10208395374584821;72;1;cash_1
1242;;27.12.2020;123123123124566789;448698425498241;1;2;cash_2
1243;;06.12.2020;123142536767899006;1770100879976924;38;1;cash_1
1244;;14.01.2021;234234654674652422;1840715539276375;30;1;cash_1
1245;;02.02.2021;123123412353465547;839432249559578;90;1;cash_1
1246;;11.01.2021;345346476578687696;10214581967092367;313;1;cash_1
1247;;11.01.2021;123123412353465547;1305355699499133;24;3;cash_3
1248;;13.02.2021;234245654675475689;2072057519488517;29;1;cash_1
1249;;10.12.2020;123123412353465547;1706133966067214;146;1;cash_1
1250;;14.01.2021;896769120371203787;1767417863515674;213;1;cash_1
1251;;23.12.2020;896769120371203787;10208828101757228;74;1;cash_1
1252;;12.01.2021;123126578909545443;10210476268170377;80;2;cash_1
1253;;03.02.2021;123123412353465547;10206516378343351;56;1;cash_1
1254;;06.02.2021;198341298461294614;1618808308132900;19;1;cash_1
1255;;28.01.2021;123123123124566789;1033360580120772;329;1;cash_1
1256;;09.02.2021;123126578909545443;113617659389184;110;2;cash_1
1257;;06.12.2020;198341298461294614;10212481829354041;34;1;cash_1
1258;;28.01.2021;896769120371203787;10212699686267566;12;1;cash_1
1259;;04.01.2021;123126578909545443;1647361748629632;123;1;cash_1
1260;;20.12.2020;896769120371203787;10155380927903656;25;3;cash_3
1261;;19.01.2021;123142536767899006;646803258822036;47;2;cash_2
1262;;29.12.2020;234245654675475689;1927855447479877;47;1;cash_1
1263;;09.02.2021;198341298461294614;1665145266858330;137;1;cash_1
1264;;14.01.2021;123142536767899006;10202737586197308;57;2;cash_2
1265;;31.12.2020;896769120371203787;1308686915865246;48;5;cash_1
1266;;26.01.2021;123142536767899006;1236046653153604;37;1;cash_1
1267;;27.12.2020;896769120371203787;10213854116775026;140;1;cash_1
1268;;07.02.2021;896769120371203787;1254599477970117;19;2;cash_2
1269;;20.02.2021;896769120371203787;10154521520008326;255;1;cash_1
1270;;25.12.2020;123142536767899006;1554659964612965;8;1;cash_1
1271;;27.12.2020;234245654675475689;10214797715562303;32;1;cash_1
1272;;01.02.2021;123123123124566789;273239563128015;68;1;cash_1
1273;;21.01.2021;242456536768789769;1642864226;442;1;cash_1
1274;;07.01.2021;123123123124566789;10155020781918159;74;1;cash_1
1275;;12.01.2021;896769120371203787;2084034621610372;17;1;cash_1
1276;;09.12.2020;198341298461294614;1347782558629264;60;1;cash_1
1277;;07.01.2021;234234654674652422;694439777396777;210;1;cash_1
1278;;05.12.2020;234234654674652422;10210127265325058;469;2;cash_2
1279;;15.02.2021;345346476578687696;1385571938166662;37;2;cash_2
1280;;08.02.2021;123142536767899006;10213285654834322;32;1;cash_1
1281;;18.02.2021;123142536767899006;1737370676289777;42;3;cash_3
1282;;03.12.2020;123142536767899006;1483130565030793;17;1;cash_1
1283;;16.12.2020;123123412353465547;10112238200355201;252;1;cash_1
1284;;12.01.2021;123123412353465547;10207963596599365;68;3;cash_3
1285;;07.01.2021;198341298461294614;1298945016794217;107;1;cash_1
1286;;03.12.2020;123123123124566789;10213996956383210;190;1;cash_1
1287;;24.12.2020;234234654674652422;10212533104416243;269;1;cash_1
1288;;20.01.2021;123123412353465547;10209331852555182;147;1;cash_1
1289;;24.12.2020;123123123124566789;10201879294341576;328;1;cash_1
1290;;10.12.2020;345346476578687696;10207379081385342;58;1;cash_1
1291;;29.12.2020;123123412353465547;1456383191072944;170;2;cash_1
1292;;18.12.2020;123123123124566789;10212533104416243;505;1;cash_1
1293;;01.02.2021;345346476578687696;1224178150993589;19;1;cash_1
1294;;14.12.2020;234234654674652422;10155922138466042;22;2;cash_2
1295;;21.12.2020;198341298461294614;1501109883233015;1;2;cash_2
1296;;16.12.2020;242456536768789769;10213336745318106;20;2;cash_2
1297;;05.01.2021;234245654675475689;10158411453080105;89;2;cash_2
1298;;19.12.2020;198341298461294614;730559860433888;34;1;cash_1
1299;;23.12.2020;123123123124566789;1902170623131488;9;2;cash_2
1300;;26.01.2021;242456536768789769;1596906340336560;49;2;cash_2
1301;;26.12.2020;896769120371203787;10209573215860114;311;1;cash_1
1302;;21.12.2020;123126578909545443;1836626973048121;25;1;cash_1
1303;;20.12.2020;123126578909545443;10212882362192119;38;1;cash_1
1304;;29.01.2021;242456536768789769;10209665415694329;299;1;cash_1
1305;;26.11.2020;345346476578687696;1278167935576354;72;1;cash_1
1306;;06.02.2021;123123123124566789;1300799183331107;98;1;cash_1
1307;;09.02.2021;242456536768789769;1204755227;372;3;cash_3
1308;;31.12.2020;345346476578687696;10209223735221915;37;1;cash_1
1309;;20.12.2020;123126578909545443;1218394724879317;325;1;cash_1
1310;;21.12.2020;345346476578687696;10214210064592740;34;4;cash_1
1311;;18.12.2020;345346476578687696;10155063583292799;37;1;cash_1
1312;;15.12.2020;123126578909545443;10158478352100092;82;1;cash_1
1313;;21.12.2020;242456536768789769;10209761504291708;50;1;cash_1
1314;;15.02.2021;123126578909545443;10209942161055953;30;1;cash_1
1315;;08.01.2021;345346476578687696;1185740858144704;459;4;cash_2
1316;;04.01.2021;345346476578687696;1556241371;293;2;cash_2
1317;;02.12.2020;345346476578687696;1592909604073153;21;2;cash_2
1318;;18.01.2021;345346476578687696;1329422913756036;66;2;cash_2
1319;;12.02.2021;123142536767899006;10155123210969089;12;4;cash_2
1320;;29.01.2021;345346476578687696;10210706723446971;260;2;cash_2
1321;;11.01.2021;123123123124566789;10209780503409510;11;1;cash_1
1322;;18.12.2020;234234654674652422;10154804823029626;62;1;cash_1
1323;;04.01.2021;896769120371203787;1185813971468089;124;2;cash_2
1324;;08.02.2021;234245654675475689;10208979246133714;86;4;cash_4
1325;;16.01.2021;123142536767899006;10208117335319347;250;7;cash_1
1326;;27.12.2020;123126578909545443;778320465650777;53;3;cash_3
1327;;11.02.2021;123123123124566789;100002102512572;437;2;cash_1
1328;;03.12.2020;242456536768789769;1138688729511219;25;3;cash_3
1329;;23.12.2020;242456536768789769;10207030599595991;85;1;cash_1
1330;;08.01.2021;234245654675475689;450578201998513;26;1;cash_1
1331;;08.12.2020;123126578909545443;853195008050692;29;1;cash_1
1332;;03.02.2021;234234654674652422;1907079429612186;12;1;cash_1
1333;;13.12.2020;896769120371203787;10216074573319348;22;1;cash_1
1334;;20.01.2021;123126578909545443;10155159368614675;224;1;cash_1
1335;;17.12.2020;123142536767899006;1555153001209704;202;1;cash_1
1336;;27.01.2021;123126578909545443;10214318604500281;52;2;cash_1
1337;;10.02.2021;242456536768789769;10154140170267408;20;1;cash_1
1338;;17.01.2021;123142536767899006;10209123638789837;96;3;cash_3
1339;;29.12.2020;123142536767899006;327065201041438;4;1;cash_1
1340;;13.12.2020;234234654674652422;10155500125314664;179;2;cash_1
1341;;21.12.2020;234234654674652422;1400702303273884;35;3;cash_3
1342;;11.01.2021;896769120371203787;1433680889985784;22;1;cash_1
1343;;02.02.2021;896769120371203787;10210012453093210;27;1;cash_1
1344;;03.01.2021;123126578909545443;1963004167292638;160;2;cash_1
1345;;11.01.2021;234234654674652422;10206363292225482;46;1;cash_1
1346;;19.01.2021;123142536767899006;2033847189975155;1;2;cash_1
1347;;21.12.2020;198341298461294614;10207621420829926;111;2;cash_1
1348;;05.12.2020;242456536768789769;10155747698046904;98;1;cash_1
1349;;23.01.2021;345346476578687696;1161334617220443;258;2;cash_2
1350;;29.12.2020;198341298461294614;1883800978606913;50;1;cash_1
1351;;12.12.2020;242456536768789769;10213126578271763;18;2;cash_2
1352;;06.12.2020;123126578909545443;1214737568594332;29;1;cash_1
1353;;10.02.2021;123126578909545443;1496664700367944;358;1;cash_1
1354;;09.02.2021;345346476578687696;10212382617070520;140;1;cash_1
1355;;02.02.2021;896769120371203787;759857300813516;252;1;cash_1
